,ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,ReviewSentimentScore,ReviewSentimentCategory,ReviewScoreBucket
261,262,45,7,2024-07-07,5,Five  stars  for    the  quick  delivery.,0.0,Positive,0.0 to 0.49
262,263,47,8,2024-10-21,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
263,264,96,18,2025-08-19,4,Shipping  was  fast  and  the    item  was  well-packaged.,0.0,Positive,0.0 to 0.49
264,265,22,19,2024-05-14,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
265,266,62,5,2025-02-22,5,"Excellent  product,    highly  recommend!",0.7773,Positive,0.5 to 1.0
266,267,55,19,2023-12-01,3,"The  product  is    okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
267,268,98,17,2023-10-28,5,The  build  quality    is  impressive.,0.5106,Positive,0.5 to 1.0
268,269,75,4,2023-11-18,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
269,270,46,6,2023-09-25,1,The  color  was  different  from  what  was  shown.,0.0,Negative,0.0 to 0.49
270,271,21,17,2025-08-08,5,The    build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
271,272,39,17,2023-03-26,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
272,273,10,2,2024-10-09,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
273,274,93,11,2023-04-07,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
274,275,45,12,2023-04-03,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
275,276,86,1,2025-01-29,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
276,277,22,6,2025-03-21,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
277,278,80,20,2023-03-01,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
278,279,86,5,2023-07-21,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
279,280,68,19,2023-11-09,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
280,281,71,5,2025-11-19,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
281,282,59,5,2023-02-17,3,"Average  experience,  nothing  special.",-0.3089,Neutral,-0.49 to 0.0
282,283,87,13,2023-02-14,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
283,284,89,13,2023-09-01,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
284,285,29,3,2023-08-25,4,"Good  quality,  but  could    be  cheaper.",0.2382,Positive,0.0 to 0.49
285,286,53,16,2023-05-04,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
286,287,75,6,2025-02-14,5,"I  love  this  product,  will    buy  again!",0.6696,Positive,0.5 to 1.0
287,288,68,17,2024-06-21,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
288,289,87,15,2023-10-04,5,Customer  support  was    very  helpful.,0.6997,Positive,0.5 to 1.0
289,290,20,14,2024-09-23,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0
290,291,17,7,2025-12-06,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
291,292,15,7,2025-10-19,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
292,293,25,13,2023-02-14,3,Not  worth    the  money.,-0.1695,Neutral,-0.49 to 0.0
293,294,63,13,2023-11-09,3,Not  worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
294,295,61,6,2024-10-13,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
295,296,85,18,2023-12-13,4,The    quality  is  top-notch.,0.0,Positive,0.0 to 0.49
296,297,92,16,2023-08-06,3,"Average  experience,  nothing  special.",-0.3089,Neutral,-0.49 to 0.0
297,298,41,15,2025-06-13,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
298,299,93,13,2024-02-01,1,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
299,300,22,18,2023-05-09,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0
300,301,6,7,2023-05-30,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
301,302,64,19,2024-10-08,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
302,303,20,10,2024-04-25,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
303,304,66,14,2023-02-01,3,"Average    experience,  nothing  special.",-0.3089,Neutral,-0.49 to 0.0
304,305,87,7,2023-08-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
305,306,52,8,2025-07-19,3,"Average  experience,  nothing  special.",-0.3089,Neutral,-0.49 to 0.0
306,307,63,16,2025-01-08,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
307,308,90,14,2023-04-02,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
308,309,70,11,2023-02-02,3,"Good  quality,  but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
309,310,40,1,2024-11-30,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
310,311,52,11,2023-11-14,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
311,312,90,3,2023-11-05,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
312,313,13,3,2024-01-14,4,"I    love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
313,314,22,17,2025-10-06,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
314,315,32,7,2025-06-13,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
315,316,48,4,2025-08-15,5,Five  stars  for  the  quick    delivery.,0.0,Positive,0.0 to 0.49
316,317,15,6,2023-08-04,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
317,318,97,4,2023-12-15,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
318,319,86,6,2024-12-11,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
319,320,79,17,2023-02-24,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
320,321,58,12,2024-04-17,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
321,322,76,13,2024-12-01,4,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
322,323,47,4,2023-04-24,4,Shipping  was    fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
323,324,89,5,2024-07-08,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.0,Positive,0.0 to 0.49
324,325,78,6,2023-04-17,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
325,326,17,14,2024-06-15,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
326,327,95,8,2023-08-25,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
327,328,100,13,2024-02-20,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
328,329,6,9,2024-12-07,3,The  quality  is  top-notch.,0.0,Neutral,0.0 to 0.49
329,330,22,14,2023-03-18,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
330,331,68,4,2023-08-17,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
331,332,2,10,2024-11-06,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
332,333,87,5,2024-06-02,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
333,334,70,9,2025-04-14,5,Five  stars  for  the  quick    delivery.,0.0,Positive,0.0 to 0.49
334,335,75,14,2024-03-12,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
335,336,8,8,2024-02-07,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
336,337,32,19,2024-05-22,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
337,338,98,4,2023-01-22,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
338,339,38,2,2025-01-11,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49
339,340,95,17,2025-09-16,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
340,341,62,3,2024-11-04,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
341,342,19,4,2025-06-15,4,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
342,343,84,4,2025-04-13,3,"Average  experience,  nothing  special.",-0.3089,Neutral,-0.49 to 0.0
343,344,21,10,2025-11-02,3,Not  worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
344,345,48,4,2024-07-24,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
345,346,84,15,2025-06-27,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
346,347,75,16,2025-08-19,1,Disappointed    with  the  performance.,-0.4767,Negative,-0.49 to 0.0
347,348,52,13,2024-03-05,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
348,349,26,11,2024-11-19,3,"I  love  this  product,  will  buy  again!",0.6696,Mixed Positive,0.5 to 1.0
349,350,57,6,2025-08-22,3,Not    worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
350,351,55,5,2023-05-02,3,"The  product  is  okay,  but    the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
351,352,43,11,2025-12-22,3,"Average  experience,  nothing  special.",-0.3089,Neutral,-0.49 to 0.0
352,353,36,15,2025-09-08,5,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
353,354,50,18,2024-01-03,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0
354,355,59,9,2024-03-04,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0
355,356,86,14,2023-11-23,1,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
356,357,1,3,2024-04-01,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
357,358,13,15,2023-11-20,3,"Average  experience,  nothing  special.",-0.3089,Neutral,-0.49 to 0.0
358,359,79,15,2024-05-04,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
359,360,33,15,2025-09-09,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
360,361,71,7,2024-02-12,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
361,362,33,11,2024-02-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
362,363,17,15,2025-04-15,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
363,364,46,8,2024-04-26,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
364,365,90,20,2025-10-24,3,"Good  quality,  but  could  be    cheaper.",0.2382,Neutral,0.0 to 0.49
365,366,46,7,2023-11-14,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
366,367,96,1,2024-07-02,3,Not  worth  the    money.,-0.1695,Neutral,-0.49 to 0.0
367,368,34,8,2025-05-11,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.6288,Negative,-0.1 to -0.5
368,369,48,4,2024-12-19,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
369,370,73,6,2023-04-13,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
370,371,29,1,2024-01-20,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
371,372,91,6,2023-05-10,4,"I  love  this  product,  will    buy  again!",0.6696,Positive,0.5 to 1.0
372,373,92,14,2025-07-12,1,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0
373,374,89,12,2023-02-08,1,The  product    stopped  working  after  a  month.,-0.2263,Negative,-0.49 to 0.0
374,375,73,4,2024-12-16,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
375,376,38,6,2023-07-03,3,"Good  quality,    but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
376,377,77,4,2023-11-29,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
377,378,64,9,2024-03-20,2,The  product  arrived    late.,0.0,Negative,0.0 to 0.49
378,379,62,4,2023-01-27,5,The    quality  is  top-notch.,0.0,Positive,0.0 to 0.49
379,380,52,4,2024-02-23,4,"I  love    this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
380,381,45,4,2024-01-24,3,"Good  quality,  but    could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
381,382,38,7,2023-09-03,4,"Good  quality,    but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
382,383,54,13,2024-09-05,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
383,384,20,3,2025-06-04,3,Not  worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
384,385,81,5,2023-06-09,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
385,386,86,5,2024-04-09,3,"Good  quality,  but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
386,387,42,14,2025-03-29,5,Shipping  was  fast  and  the    item  was  well-packaged.,0.0,Positive,0.0 to 0.49
387,388,99,1,2025-12-10,1,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0
388,389,14,2,2024-09-14,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
389,390,30,10,2023-05-22,3,"Good  quality,  but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
390,391,98,20,2024-01-05,3,"Average  experience,  nothing  special.",-0.3089,Neutral,-0.49 to 0.0
391,392,93,11,2023-06-29,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
392,393,6,20,2024-04-18,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
393,394,7,4,2024-10-19,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
394,395,35,9,2025-04-12,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
395,396,75,6,2025-09-12,3,"Good    quality,  but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
396,397,11,14,2024-04-23,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
397,398,17,7,2023-09-02,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
398,399,68,1,2024-07-21,3,"Average  experience,  nothing  special.",-0.3089,Neutral,-0.49 to 0.0
399,400,42,10,2023-06-30,3,Not  worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
400,401,93,18,2024-04-13,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
401,402,68,12,2025-12-16,4,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
402,403,53,14,2023-06-18,3,"Good  quality,  but    could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
403,404,90,7,2025-06-04,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
404,405,43,4,2025-09-10,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49
405,406,11,9,2025-12-15,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
406,407,79,11,2023-01-12,2,Disappointed  with  the    performance.,-0.4767,Negative,-0.49 to 0.0
407,408,17,4,2023-12-12,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
408,409,59,19,2023-02-22,5,"I  love  this  product,  will  buy    again!",0.6696,Positive,0.5 to 1.0
409,410,83,1,2023-01-11,1,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
410,411,32,15,2023-03-05,3,"The  product  is  okay,  but  the    instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
411,412,83,7,2024-05-10,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
412,413,60,12,2023-08-24,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
413,414,59,14,2025-07-31,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
414,415,97,8,2025-06-04,2,Disappointed  with  the    performance.,-0.4767,Negative,-0.49 to 0.0
415,416,15,17,2023-04-19,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
416,417,9,16,2024-11-28,3,Not  worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
417,418,94,2,2025-03-02,1,"Not  satisfied,  the  product  broke  after  a    week.",-0.6288,Negative,-0.1 to -0.5
418,419,68,6,2025-09-01,1,The  color  was  different  from  what  was  shown.,0.0,Negative,0.0 to 0.49
419,420,18,11,2023-06-10,5,"I  love  this    product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
420,421,75,13,2025-08-18,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
421,422,81,17,2025-09-30,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
422,423,76,18,2023-08-01,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
423,424,53,11,2024-03-21,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
424,425,89,6,2025-03-04,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
425,426,74,17,2024-04-07,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
426,427,81,11,2025-08-20,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
427,428,58,9,2025-01-17,5,The  build    quality  is  impressive.,0.5106,Positive,0.5 to 1.0
428,429,71,2,2023-06-08,4,Customer    support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
429,430,99,9,2025-08-03,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0
430,431,94,11,2023-02-10,3,Not  worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
431,432,31,18,2025-02-14,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
432,433,72,2,2025-06-11,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
433,434,7,18,2023-02-25,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
434,435,65,1,2023-02-28,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
435,436,11,1,2024-01-03,4,Shipping  was  fast    and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
436,437,73,4,2023-06-24,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
437,438,72,20,2023-09-13,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
438,439,67,11,2025-11-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
439,440,93,7,2023-07-22,3,Not  worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
440,441,12,6,2023-09-03,1,Product  did    not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
441,442,28,8,2025-04-06,1,The  product  stopped  working  after  a  month.,-0.2263,Negative,-0.49 to 0.0
442,443,37,13,2024-01-19,3,"Good  quality,  but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
443,444,22,16,2023-10-20,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
444,445,25,14,2023-05-27,3,"Good  quality,  but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
445,446,84,14,2025-06-10,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
446,447,38,2,2024-08-19,4,Shipping    was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
447,448,75,12,2025-12-25,4,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
448,449,43,14,2024-03-10,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
449,450,92,4,2024-08-04,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
450,451,68,11,2023-04-18,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
451,452,42,19,2024-08-28,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
452,453,100,2,2023-04-23,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
453,454,27,9,2025-09-17,4,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0
454,455,79,20,2024-07-30,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
455,456,2,1,2024-01-09,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
456,457,29,1,2024-12-12,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
457,458,42,20,2025-07-05,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
458,459,90,17,2023-06-16,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
459,460,92,16,2025-08-09,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
460,461,66,5,2025-10-11,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
461,462,85,14,2023-02-02,5,The    build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
462,463,5,2,2025-11-02,3,"Great  purchase,  very    satisfied.",0.8016,Mixed Positive,0.5 to 1.0
463,464,73,11,2024-05-28,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0
464,465,43,12,2025-12-14,1,Disappointed    with  the  performance.,-0.4767,Negative,-0.49 to 0.0
465,466,49,16,2023-02-16,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
466,467,29,16,2023-07-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
467,468,12,12,2024-01-09,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
468,469,54,13,2023-10-06,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
469,470,46,1,2025-10-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
470,471,88,4,2024-04-26,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
471,472,69,8,2024-12-05,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
472,473,7,19,2024-08-03,1,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
473,474,47,20,2025-05-31,3,"Good  quality,  but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
474,475,74,20,2023-04-18,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
475,476,54,10,2023-12-12,4,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0
476,477,91,10,2025-04-25,4,The    quality  is  top-notch.,0.0,Positive,0.0 to 0.49
477,478,79,6,2023-07-23,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
478,479,7,13,2024-12-28,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
479,480,90,9,2023-07-22,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
480,481,21,2,2024-12-02,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
481,482,49,10,2025-07-11,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
482,483,28,20,2024-06-29,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
483,484,36,10,2023-08-22,1,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
484,485,66,18,2025-06-10,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
485,486,44,3,2024-01-20,3,Not  worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
486,487,78,3,2025-05-01,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative,-0.1 to -0.5
487,488,89,12,2025-02-24,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
488,489,15,8,2023-11-09,4,Five  stars    for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
489,490,46,11,2025-07-05,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
490,491,59,6,2023-06-22,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
491,492,94,20,2025-03-19,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,-0.49 to 0.0
492,493,26,2,2024-07-16,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
493,494,2,13,2025-05-25,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
494,495,56,7,2023-04-26,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
495,496,87,1,2024-01-29,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
496,497,90,6,2024-02-21,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
497,498,81,17,2025-01-17,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
498,499,72,6,2024-08-26,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
499,500,57,9,2025-12-20,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
500,501,39,12,2023-12-01,4,Customer  support  was    very  helpful.,0.6997,Positive,0.5 to 1.0
501,502,5,1,2025-11-10,2,Product    did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
502,503,5,16,2024-07-03,2,Product  did  not  meet    my  expectations.,0.0,Negative,0.0 to 0.49
503,504,35,8,2024-01-18,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
504,505,82,2,2024-07-11,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
505,506,80,8,2025-10-19,2,"Average  experience,    nothing  special.",-0.3089,Negative,-0.49 to 0.0
506,507,66,3,2024-12-10,3,Customer  support    was  very  helpful.,0.6997,Mixed Positive,0.5 to 1.0
507,508,64,14,2025-01-19,3,"Good  quality,  but  could  be    cheaper.",0.2382,Neutral,0.0 to 0.49
508,509,5,11,2024-05-25,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
509,510,20,6,2024-11-05,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
510,511,55,15,2025-04-01,1,Not    worth  the  money.,-0.1695,Negative,-0.49 to 0.0
511,512,11,1,2025-01-15,3,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Neutral,0.0 to 0.49
512,513,21,3,2025-11-09,5,Amazing  value    for  the  price.,0.7351,Positive,0.5 to 1.0
513,514,72,15,2023-06-18,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0
514,515,89,3,2024-12-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
515,516,46,18,2025-01-03,4,The  quality    is  top-notch.,0.0,Positive,0.0 to 0.49
516,517,29,4,2024-03-30,5,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0
517,518,17,12,2024-04-27,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
518,519,58,4,2023-03-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
519,520,63,1,2024-08-24,3,"Good  quality,  but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
520,521,47,5,2024-03-31,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
521,522,8,10,2023-08-04,1,Product    did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
